"Pour les expéditions au départ de la Suisse et du Liechtenstein  /  For customers in Switzerland and Liechtenstein"
"Valable à compter du 3 janvier 2005  /  Effective from 3 January 2005"
""
"","Utilisez ces tables pour vérifier que l’option de service de votre choix est disponible et pour connaître le numéro de zone de votre envoi. Les zones servent à calculer le coût de votre envoi.","Use these tables to ensure that your preferred UPS service option is available, and to identify the zone number for your shipment.  Zones are used to calculate the cost of your shipment"
"","     Disponibles seulement pour les codes postaux ou les villes mentionnés ci-dessous
     Une surtaxe pour zone éloignée peut s’appliquer pour certaines zones","     Only available for the postal codes or cities listed below

     Extended area surcharge may apply for certain areas"
"","","","","","","Numéro de la zone pour envoyer","","","","","","","","","","Numéro de la zone pour recevoir"
"Customer Country","Destination/Origin Country","Destination/Origin Country","Code postal/ville","PostCode/City","","express plus","","express","","express saver","","standard","","expedited","","express plus","","express","","express saver","","standard","","expedited"
"Switzerland","Açores UE","Azores EU","","","","","","","","4","","","","","","","","","","3"
"Switzerland","Afrique du Sud","South Africa","","","","","","9","","","","","","","","","","10"
"Switzerland","Albanie","Albania","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Algérie","Algeria ","","","","","","10","","","","","","","","","","10"
"Switzerland","Allemagne UE","Germany EU","66000","79999","","2","","2","","2","","2","","","","2","","2","","2","","2"
"Switzerland","Allemagne UE","Germany EU","88000","89999","","2","","2","","2","","2","","","","2","","2","","2","","2"
"Switzerland","Allemagne UE","Germany EU","autre","other","","2","","2","","2","","3","","","","2","","2","","2","","2"
"Switzerland","Andorre","Andorra","","","","","","4","","","","5"
"Switzerland","Angleterre UE","England EU","","","","3","","3","","3","","4","","","","3","","3","","3","","3"
"Switzerland","Angola","Angola","","","","","","10"
"Switzerland","Anguilla","Anguilla","","","","","","7","","","","","","","","","","10"
"Switzerland","Antigua et Barbuda","Antigua and Barbuda ","","","","","","7","","","","","","","","","","10"
"Switzerland","Antilles néerlandaises","Antilles, Netherlands","","","","","","7","","","","","","","","","","10"
"Switzerland","Arabie Saoudite","Saudi Arabia","","","","","","10","","","","","","","","","","8"
"Switzerland","Argentine","Argentina","","","","","","9","","","","","","8","","","","8","","","","","","7"
"Switzerland","Arménie","Armenia","","","","","","9","","","","","","","","","","5"
"Switzerland","Aruba","Aruba","","","","","","7","","","","","","","","","","10"
"Switzerland","Australie","Australia","","","","","","8","","","","","","8","","7","","8","","","","","","7"
"Switzerland","Autriche UE","Austria EU","","","","2","","2","","2","","3","","","","2","","2","","2","","2"
"Switzerland","Azerbaïdjan","Azerbaijan","","","","","","9","","","","","","","","","","10"
"Switzerland","Bahamas","Bahamas","","","","","","7","","","","","","","","","","10"
"Switzerland","Bahreïn","Bahrain","","","","","","9","","","","","","","","","","8"
"Switzerland","Bangladesh","Bangladesh","","","","","","10","","","","","","","","","","10"
"Switzerland","Barbade","Barbados","","","","","","7","","","","","","","","","","10"
"Switzerland","Barbuda (Antigua)","Barbuda (Antigua) ","","","","","","7","","","","","","","","","","10"
"Switzerland","Belgique UE","Belgium EU","","","","2","","2","","2","","3","","","","2","","2","","2","","2"
"Switzerland","Belize","Belize","","","","","","9"
"Switzerland","Bénin","Benin","","","","","","10","","","","","","","","","","10"
"Switzerland","Bermudes","Bermuda","","","","","","7","","","","","","","","10","","10"
"Switzerland","Biélorussie","Belarus","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Bolivie","Bolivia","","","","","","9","","","","","","","","10","","10"
"Switzerland","Bonaire (Antilles néerlandaises)","Bonaire (Netherlands Antilles) ","","","","","","7","","","","","","","","","","10"
"Switzerland","Bosnie-Herzégovine","Bosnia-Herzegovina","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Botswana","Botswana","","","","","","10"
"Switzerland","Bouthan","Bhutan","","","","","","10","","","","","","","","","","10"
"Switzerland","Brésil","Brazil","","","","","","9","","","","","","8","","7","","8","","","","","","7"
"Switzerland","Brunéi","Brunei","","","","","","10","","","","","","","","","","10"
"Switzerland","Bulgarie","Bulgaria ","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Burkina-Faso","Burkina Faso","","","","","","10"
"Switzerland","Burundi","Burundi","","","","","","10"
"Switzerland","Caïmans, Iles","Cayman Islands","","","","","","7","","","","","","","","","","10"
"Switzerland","Cambodge","Cambodia","","","","","","10","","","","","","","","","","10"
"Switzerland","Cameroun","Cameroon","","","","","","10","","","","","","","","","","10"
"Switzerland","Canada","Canada","","","","","","6","","","","","","6","","6","","6","","","","","","5"
"Switzerland","Canaries, Iles","Canary Islands","","","","","","5","","","","","","","","","","5"
"Switzerland","Cap-Vert, Iles","Cape Verde Islands","","","","","","10"
"Switzerland","Centrafricaine, République","Central African Republic","","","","","","10"
"Switzerland","Ceuta","Ceuta","","","","","","5"
"Switzerland","Chili","Chile","","","","","","9","","","","","","8","","10","","10","","","","","","8"
"Switzerland","Chine, République populaire de","China, People's Republic of","","","","","","9","","","","","","8","","9","","9","","","","","","7"
"Switzerland","Chuuk (Etats Fédérés de Micronésie)","Truk (Micronesia, Federated States of)","","","","","","10"
"Switzerland","Chypre UE","Cyprus EU","","","","","","","","5","","","","","","","","5","","5"
"Switzerland","Cisjordanie / Gaza","West Bank (West Bank/Gaza)","","","","","","9"
"Switzerland","Colombie","Colombia","","","","","","9","","","","","","8","","10","","10","","","","","","8"
"Switzerland","Congo (Brazzaville)","Congo (Brazzaville)","","","","","","10"
"Switzerland","Congo, République démocratique du","Congo, Democratic republic of","","","","","","10"
"Switzerland","Cook, Iles","Cook Islands","","","","","","10"
"Switzerland","Corée du Sud","Korea, South","","","","","","8","","","","","","7","","7","","8","","","","","","7"
"Switzerland","Costa Rica","Costa Rica","","","","","","9","","","","","","8","","10","","10","","","","","","8"
"Switzerland","Côte d’Ivoire","Cote d'Ivoire (Ivory Coast)","","","","","","10","","","","","","","","","","10"
"Switzerland","Croatie","Croatia","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Curaçao (Antilles néerlandaises)","Curacao (Netherlands Antilles) ","","","","","","7","","","","","","","","","","10"
"Switzerland","Danemark UE","Denmark EU","","","","3","","3","","3","","4","","","","4","","4","","4","","4"
"Switzerland","Djibouti","Djibouti","","","","","","10"
"Switzerland","Dominicaine, République","Dominican Republic","","","","","","7","","","","","","6","","10","","10","","","","","","8"
"Switzerland","Dominique","Dominica","","","","","","7","","","","","","","","","","10"
"Switzerland","Ecosse UE","Scotland EU","","","","","","3","","3","","4","","","","3","","3","","3","","3"
"Switzerland","Egypte","Egypt","","","","","","9","","","","","","","","","","8"
"Switzerland","Emirats arabes unis","United Arab Emirates","","","","","","9","","","","","","","","","","8"
"Switzerland","Equateur","Ecuador","","","","","","9","","","","","","8","","10","","10","","","","","","8"
"Switzerland","Erythrée","Eritrea","","","","","","10"
"Switzerland","Espagne UE (en dehors des Iles Canaries, Ceuta et Melilla)","Spain EU (excluding Canary Islands, Ceuta and Melilla)","","","","4","","4","","4","","5","","","","3","","3","","3","","3"
"Switzerland","Estonie UE","Estonia EU","","","","","","5","","5","","5","","","","","","5","","5","","5"
"Switzerland","Etats-Unis ","United States ","Alabama","Alabama","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Connecticut","Connecticut","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Delaware","Delaware","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","District of Columbia","District of Columbia","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Florida","Florida","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Georgia","Georgia","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Illinois","Illinois","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Indiana","Indiana","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Iowa","Iowa","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Kentucky","Kentucky","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Maine","Maine","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Maryland","Maryland","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Massachusetts","Massachusetts","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Michigan","Michigan","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Missouri","Missouri","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","New Hampshire","New Hampshire","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","New Jersey","New Jersey","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","New York","New York","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","North Carolina","North Carolina","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Ohio","Ohio","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Pennsylvania","Pennsylvania","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Rhode Island","Rhode Island","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","South Carolina","South Carolina","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Tennessee","Tennessee","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Vermont","Vermont","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Virginia","Virginia","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","West Virginia","West Virginia","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","Wisconsin","Wisconsin","","","","6","","","","","","5","","6","","6","","","","","","5"
"Switzerland","Etats-Unis ","United States ","autre","other","","","","6","","","","","","6","","6","","6","","","","","","5"
"Switzerland","Ethiopie","Ethiopia","","","","","","10","","","","","","","","","","10"
"Switzerland","Fidji","Fiji","","","","","","10","","","","","","","","","","10"
"Switzerland","Finlande UE","Finland EU","","","","","","4","","4","","5","","","","4","","4","","4","","4"
"Switzerland","France EU","France EU","01000","01999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","13000","13999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","25000","25999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","28000","28999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","38000","39999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","42000","42999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","54000","54999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","57000","57999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","60000","60999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","67000","70999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","73000","75999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","77000","78999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","83000","83999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","88000","88999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","90000","95999","","2","","2","","2","","3","","","","3","","3","","3","","3"
"Switzerland","France EU","France EU","autre","other","","2","","3","","3","","4","","","","3","","3","","3","","3"
"Switzerland","Gabon","Gabon","","","","","","10"
"Switzerland","Gambie","Gambia","","","","","","10"
"Switzerland","Gaza / Cisjordanie","Gaza (West Bank/Gaza)","","","","","","9"
"Switzerland","Géorgie","Georgia","","","","","","9","","","","","","","","","","10"
"Switzerland","Ghana","Ghana","","","","","","10","","","","","","","","","","10"
"Switzerland","Gibraltar","Gibraltar","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Grèce UE","Greece EU","","","","","","5","","5","","5","","","","4","","4","","4","","5"
"Switzerland","Grenade","Grenada","","","","","","7","","","","","","","","","","10"
"Switzerland","Groenland","Greenland","","","","","","51"
"Switzerland","Guadeloupe","Guadeloupe","","","","","","7","","","","","","","","","","10"
"Switzerland","Guam","Guam","","","","","","10","","","","","","","","","","10"
"Switzerland","Guatemala","Guatemala","","","","","","9","","","","","","6","","10","","10","","","","","","8"
"Switzerland","Guernesey","Guernsey","","","","","","4","","","","5","","","","","","5","","5","","5"
"Switzerland","Guinée","Guinea","","","","","","10"
"Switzerland","Guinée équatoriale","Equatorial Guinea","","","","","","10"
"Switzerland","Guyana","Guyana","","","","","","10","","","","","","","","","","10"
"Switzerland","Guyane française","French Guyana","","","","","","10"
"Switzerland","Haïti","Haiti","","","","","","7","","","","","","","","","","10"
"Switzerland","Hollande UE","Holland EU","","","","2","","2","","2","","3","","","","2","","2","","2","","2"
"Switzerland","Honduras","Honduras","","","","","","9","","","","","","6","","10","","10","","","","","","8"
"Switzerland","Hong Kong","Hong Kong","","","","","","8","","","","","","7","","8","","7","","","","","","6"
"Switzerland","Hongrie UE","Hungary EU","","","","","","5","","5","","5","","","","","","5","","5","","5"
"Switzerland","Iles Anglo-normandes","Channel Islands","","","","","","4","","","","5","","","","","","5","","5","","5"
"Switzerland","Iles Féroé","Faroe Islands","","","","","","51"
"Switzerland","Iles Vierges américaines","Virgin Islands US","","","","","","7","","","","","","","","","","10"
"Switzerland","Iles Vierges britanniques","British Virgin Islands","","","","","","7","","","","","","","","","","10"
"Switzerland","Inde","India","","","","","","9","","","","","","8","","8","","7","","","","","","7"
"Switzerland","Indonésie","Indonesia","","","","","","8","","","","","","7","","10","","10","","","","","","8"
"Switzerland","Irak","Iraq","","","","","","10","","","","","","","","","","8"
"Switzerland","Irlande, République d’ UE","Ireland, Republic of EU","","","","4","","4","","4","","5","","","","3","","3","","3","","3"
"Switzerland","Irlande du Nord UE","Northern Ireland EU","","","","","","","","4","","5","","","","3","","3","","3","","3"
"Switzerland","Islande","Iceland","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Israël","Israel","","","","","","9","","","","","","","","","","8"
"Switzerland","Italie UE","Italy EU","","","","2","","2","","2","","3","","","","2","","2","","2","","2"
"Switzerland","Jamaïque","Jamaica","","","","","","7","","","","","","","","","","10"
"Switzerland","Japon","Japan","","","","","","8","","","","","","8","","11","","11","","","","","","9"
"Switzerland","Jersey","Jersey","","","","","","4","","","","5","","","","","","5","","5","","5"
"Switzerland","Jordanie","Jordan","","","","","","10","","","","","","","","","","8"
"Switzerland","Kazakhstan","Kazakhstan","","","","","","9","","","","","","","","","","10"
"Switzerland","Kenya","Kenya","","","","","","10","","","","","","","","","","10"
"Switzerland","Kiribati","Kiribati","","","","","","10"
"Switzerland","Kosovo","Kosovo","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Kosrae (Etats Fédérés de Micronésie)","Kosrae (Micronesia, Federated States of)","","","","","","10"
"Switzerland","Koweït","Kuwait","","","","","","10","","","","","","","","","","8"
"Switzerland","Kyrgyzstan","Kyrgystan","","","","","","9","","","","","","","","","","10"
"Switzerland","Laos","Laos","","","","","","10","","","","","","","","","","10"
"Switzerland","Lesotho","Lesotho","","","","","","10"
"Switzerland","Lettonie UE","Latvia EU","","","","","","5","","5","","5","","","","","","5","","5","","5"
"Switzerland","Liban","Lebanon","","","","","","10","","","","","","","","","","8"
"Switzerland","Liechtenstein","Liechtenstein","","","","","","1","","1","","","","","","","","1","","1"
"Switzerland","Lituanie UE","Lithuania EU","","","","","","5","","5","","5","","","","","","5","","5","","5"
"Switzerland","Luxembourg UE","Luxembourg EU","","","","2","","2","","2","","3","","","","2","","2","","2","","2"
"Switzerland","Macao","Macau","","","","","","9","","","","","","7","","","","8","","","","","","6"
"Switzerland","Macédoine (Ex République Yougoslave)","Macedonia (FYROM)","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Madagascar","Madagascar","","","","","","10","","","","","","","","","","10"
"Switzerland","Madère UE","Madeira EU","","","","","","","","4","","","","","","","","","","3"
"Switzerland","Malaisie","Malaysia","","","","","","8","","","","","","7","","7","","8","","","","","","7"
"Switzerland","Malawi","Malawi","","","","","","10"
"Switzerland","Maldives","Maldives","","","","","","10"
"Switzerland","Mali","Mali","","","","","","10"
"Switzerland","Malte UE","Malta EU","","","","","","","","5","","","","","","","","5","","5"
"Switzerland","Mariannes du Nord, Iles","Northern Mariana Islands","","","","","","10","","","","","","","","","","10"
"Switzerland","Maroc","Morocco","","","","","","10","","","","","","","","","","10"
"Switzerland","Marshall, Iles","Marshall Islands","","","","","","10"
"Switzerland","Martinique","Martinique","","","","","","7","","","","","","","","","","10"
"Switzerland","Maurice, Ile","Mauritius","","","","","","10","","","","","","","","","","10"
"Switzerland","Mauritanie","Mauritania","","","","","","10","","","","","","","","","","10"
"Switzerland","Melilla","Melilla","","","","","","5"
"Switzerland","Mexique","Mexico","","","","","","6","","","","","","6","","6","","6","","","","","","5"
"Switzerland","Micronésie (Etats Fédérés de)","Micronesia (Federated States of)","","","","","","10"
"Switzerland","Moldavie","Moldova (Moldavia)","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Monaco","Monaco","","","","","","3","","3","","4","","","","","","3","","3","","3"
"Switzerland","Mongolie","Mongolia","","","","","","9","","","","","","","","","","8"
"Switzerland","Montserrat","Montserrat","","","","","","7","","","","","","","","","","10"
"Switzerland","Mozambique","Mozambique","","","","","","10"
