"Pour les expéditions au départ de la Suisse et du Liechtenstein  /  For customers in Switzerland and Liechtenstein"
"Valable à compter du 3 janvier 2005  /  Effective from 3 January 2005"
""
"","Utilisez ces tables pour vérifier que l’option de service de votre choix est disponible et pour connaître le numéro de zone de votre envoi. Les zones servent à calculer le coût de votre envoi.","Use these tables to ensure that your preferred UPS service option is available, and to identify the zone number for your shipment.  Zones are used to calculate the cost of your shipment"
"","     Disponibles seulement pour les codes postaux ou les villes mentionnés ci-dessous
     Une surtaxe pour zone éloignée peut s’appliquer pour certaines zones","     Only available for the postal codes or cities listed below

     Extended area surcharge may apply for certain areas"
"Switzerland","Namibie","Namibia","","","","","","10"
"Switzerland","Népal","Nepal","","","","","","10","","","","","","","","","","10"
"Switzerland","Nevis (Saint-Kitts)","Nevis (St Kitts)","","","","","","7","","","","","","","","","","10"
"Switzerland","Nicaragua","Nicaragua","","","","","","10","","","","","","6","","10","","10","","","","","","8"
"Switzerland","Niger","Niger","","","","","","10"
"Switzerland","Nigeria","Nigeria","","","","","","9","","","","","","","","","","8"
"Switzerland","Norvège","Norway","","","","","","4","","4","","5","","","","5","","5","","5","","5"
"Switzerland","Nouvelle-Calédonie","New Caledonia","","","","","","10","","","","","","","","","","10"
"Switzerland","Nouvelle-Zélande","New Zealand","","","","","","9","","","","","","","","7","","8"
"Switzerland","Oman","Oman","","","","","","9","","","","","","","","","","8"
"Switzerland","Ouganda","Uganda","","","","","","10","","","","","","","","","","10"
"Switzerland","Ouzbékistan","Uzbekistan","","","","","","9","","","","","","","","","","10"
"Switzerland","Pakistan","Pakistan","","","","","","9","","","","","","","","","","7"
"Switzerland","Palau","Palau","","","","","","10"
"Switzerland","Panama","Panama","","","","","","9","","","","","","8","","10","","10","","","","","","8"
"Switzerland","Papouasie Nouvelle-Guinée","Papua New Guinea","","","","","","10"
"Switzerland","Paraguay","Paraguay","","","","","","9","","","","","","","","","","10"
"Switzerland","Pays-Bas UE (Hollande)","Netherlands, The EU (Holland)","","","","2","","2","","2","","3","","","","2","","2","","2","","2"
"Switzerland","Pays de Galles UE","Wales EU","","","","","","3","","3","","4","","","","3","","3","","3","","3"
"Switzerland","Pérou","Peru","","","","","","9","","","","","","8","","10","","10","","","","","","8"
"Switzerland","Philippines","Philippines","","","","","","8","","","","","","8","","7","","8","","","","","","6"
"Switzerland","Pohnpei (Etats Fédérés de Micronésie)","Ponape (Micronesia, Federated States of)","","","","","","10"
"Switzerland","Pologne UE","Poland EU","","","","","","5","","5","","5","","","","","","5","","5","","5"
"Switzerland","Polynésie française","French Polynesia","","","","","","10","","","","","","","","","","10"
"Switzerland","Porto Rico","Puerto Rico","","","","","","6","","","","","","6","","6","","6","","","","","","5"
"Switzerland","Portugal UE (en dehors des Açores et Madère)","Portugal EU (except Azores and Madeira)","","","","4","","4","","4","","5","","","","3","","3","","3","","3"
"Switzerland","Qatar","Qatar","","","","","","9","","","","","","","","","","8"
"Switzerland","Réunion, Ile de la","Reunion","","","","","","10","","","","","","","","","","10"
"Switzerland","Rota (Iles Mariannes du Nord)","Rota (Northern Mariana Islands)","","","","","","10","","","","","","","","","","10"
"Switzerland","Roumanie","Romania","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Royaume-Uni UE","United Kingdom EU ","","","","","","","","","","","","","","3","","3","","3","","3"
"Switzerland","Angleterre UE","England EU","","","","3","","3","","3","","4","","","","3","","3","","3","","3"
"Switzerland","Ecosse UE","Scotland EU","","","","","","3","","3","","4","","","","3","","3","","3","","3"
"Switzerland","Irlande du Nord UE","Northern Ireland EU","","","","","","","","4","","5","","","","3","","3","","3","","3"
"Switzerland","Pays de Galles UE","Wales EU","","","","","","3","","3","","4","","","","3","","3","","3","","3"
"Switzerland","Russie ","Russia","Moscou","Moscow","","","","51","","","","","","","","","","5","","5"
"Switzerland","Russie ","Russia","Saint-Pétersbourg","St. Petersburg","","","","51","","","","","","","","","","5","","5"
"Switzerland","Russie ","Russia","autre","other","","","","9","","","","","","","","","","5","","5"
"Switzerland","Rwanda","Rwanda","","","","","","10"
"Switzerland","Saba (Antilles néerlandaises)","Saba (Netherlands Antilles)","","","","","","7","","","","","","","","","","10"
"Switzerland","Saint-Barthélemy","St. Barthelemy","","","","","","7","","","","","","","","","","10"
"Switzerland","Saint-Christophe (Saint-Kitts)","St. Christopher (St Kitts)","","","","","","7","","","","","","","","","","10"
"Switzerland","Saint-Eustache (Antilles néerlandaises)","St. Eustatius (Netherlands Antilles)","","","","","","7","","","","","","","","","","10"
"Switzerland","Saint-John (Iles Vierges américaines)","St. John (US Virgin Islands)","","","","","","7","","","","","","","","","","10"
"Switzerland","Saint-Kitts (Saint-Christophe)","St. Kitts (St Chistopher)","","","","","","7","","","","","","","","","","10"
"Switzerland","Saint-Maarten (Antilles néerlandaises)","St. Maarten (Netherlands Antilles)","","","","","","7","","","","","","","","","","10"
"Switzerland","Saint-Martin (Guadeloupe)","St. Martin (Guadeloupe)","","","","","","7","","","","","","","","","","10"
"Switzerland","Saint-Marin","San Marino","","","","","","2","","","","3","","","","","","2","","2","","2"
"Switzerland","Saint-Thomas (Iles Vierges américaines)","St. Thomas (US Virgin Islands)","","","","","","7","","","","","","","","","","10"
"Switzerland","Saint-Vincent et Grenadines","St. Vincent and the Grenadines)","","","","","","7","","","","","","","","","","10"
"Switzerland","Sainte-Croix (Iles Vierges américaines)","St. Croix (US Virgin Islands)","","","","","","7","","","","","","","","","","10"
"Switzerland","Sainte-Lucie","St. Lucia","","","","","","7","","","","","","","","","","10"
"Switzerland","Saipan (Iles Mariannes du Nord)","Saipan (Northern Mariana Islands)","","","","","","10","","","","","","","","","","10"
"Switzerland","Salomon, Iles","Solomon Islands","","","","","","10"
"Switzerland","Salvador, El","El Salvador","","","","","","9","","","","","","6","","10","","10","","","","","","8"
"Switzerland","Samoa américaines","American Samoa","","","","","","10","","","","","","","","","","10"
"Switzerland","Samoa occidentales","Western Samoa","","","","","","10","","","","","","","","","","10"
"Switzerland","Sénégal","Senegal","","","","","","10","","","","","","","","","","10"
"Switzerland","Serbie et Montenégro","Serbia and Montenegro","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Seychelles","Seychelles","","","","","","10"
"Switzerland","Sierra Leone","Sierra Leone","","","","","","10"
"Switzerland","Singapour","Singapore","","","","","","8","","","","","","7","","7","","8","","","","","","7"
"Switzerland","Slovaque, République UE","Slovak Republic EU","","","","","","5","","5","","5","","","","","","5","","5","","5"
"Switzerland","Slovénie UE","Slovenia EU","","","","","","5","","5","","5","","","","","","5","","5","","5"
"Switzerland","Sri Lanka","Sri Lanka","","","","","","10","","","","","","","","","","10"
"Switzerland","Suède UE","Sweden EU","","","","4","","4","","4","","5","","","","4","","4","","4","","4"
"Switzerland","Suisse (Express Plus: UPS Express Envelopes et documents seulement)","Switzerland (Express Plus available for UPS  Envelopes and documents only)","","","","1","","1","","1","","","","","","1","","1","","1"
"Switzerland","Surinam","Surinam","","","","","","10","","","","","","","","","","10"
"Switzerland","Swaziland","Swaziland","","","","","","10"
"Switzerland","Syrie","Syria","","","","","","10","","","","","","","","","","8"
"Switzerland","Tadjikistan","Tajikistan","","","","","","9"
"Switzerland","Tahiti (Polynésie française)","Tahiti","","","","","","10","","","","","","","","","","10"
"Switzerland","Taiwan","Taiwan","","","","","","8","","","","","","7","","7","","8","","","","","","7"
"Switzerland","Tanzanie","Tanzania","","","","","","10","","","","","","","","","","10"
"Switzerland","Tchad","Chad","","","","","","10"
"Switzerland","Tchèque, République UE","Czech Republic EU","","","","","","5","","5","","5","","","","","","5","","5","","5"
"Switzerland","Thaïlande","Thailand","","","","","","8","","","","","","7","","8","","7","","","","","","7"
"Switzerland","Timor Est","East Timor","","","","","","10"
"Switzerland","Tinian (Iles Mariannes du Nord)","Tinian (Northern Maraina Islands)","","","","","","10","","","","","","","","","","10"
"Switzerland","Togo","Togo","","","","","","10","","","","","","","","","","10"
"Switzerland","Tonga","Tonga","","","","","","10"
"Switzerland","Tortola (Iles Vierges britanniques)","Tortola (British Virgin Islands)","","","","","","7","","","","","","","","","","10"
"Switzerland","Trinité et Tobago","Trinidad and Tobago","","","","","","7","","","","","","","","","","10"
"Switzerland","Tunisie","Tunisia","","","","","","10"
"Switzerland","Turkmenistan","Turkmenistan","","","","","","9"
"Switzerland","Turks et Caïques, Iles","Turks and Caicos Islands","","","","","","7","","","","","","","","","","10"
"Switzerland","Turquie","Turkey","","","","","","51","","","","","","4","","","","81","","81","","","","7"
"Switzerland","Tuvalu","Tuvalu","","","","","","10"
"Switzerland","Ukraine","Ukraine","","","","","","51","","","","","","","","","","5","","5"
"Switzerland","Union, Ile (Saint-Vincent et Grenadines)","Union Island (St. Vincent and the Grenadines)","","","","","","7","","","","","","","","","","10"
"Switzerland","Uruguay","Uruguay","","","","","","9","","","","","","","","","","10"
"Switzerland","Vanuatu","Vanuatu","","","","","","10"
"Switzerland","Venezuela","Venezuela","","","","","","9","","","","","","8","","10","","10","","","","","","8"
"Switzerland","Vietnam","Vietnam","","","","","","10","","","","","","","","","","10"
"Switzerland","Virgin Gorda (Iles Vierges britanniques)","Virgin Gorda (British Virgin Islands)","","","","","","7","","","","","","","","","","10"
"Switzerland","Wallis-et-Futuna, Iles","Wallis and Futuna Islands","","","","","","10"
"Switzerland","Yap (Etats Fédérés de Micronésie)","Yap (Micronesia, Federated States of)","","","","","","10"
"Switzerland","Yémen, République du","Yemen, Republic of","","","","","","10","","","","","","","","","","10"
"Switzerland","Zambie","Zambia","","","","","","10","","","","","","","","","","10"
"Switzerland","Zimbabwe","Zimbabwe","","","","","","10","","","","","","","","","","10"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
